run_id,dataset,modality,task,model,task_type,group_type,group_value,metric,mean,std,ci95_low,ci95_high,seed_count,sample_count_mean,subject_count_mean,ci_scope
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,financial_stress_bin,none,True Label Probability,0.5996254401906205,0.0217916280287426,,,5,51.0,51.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,financial_stress_bin,unknown,Accuracy,0.5,0.026058401518969983,,,5,94.0,94.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,financial_stress_bin,unknown,Brier Score,0.8321365281171611,0.04924784572497492,,,5,94.0,94.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,financial_stress_bin,unknown,Calibration Gap,0.35325537651734085,0.03236912110201806,,,5,94.0,94.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,financial_stress_bin,unknown,ECE,0.362549897582017,0.024856927494505267,,,5,94.0,94.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,financial_stress_bin,unknown,Macro-F1,0.42849843264136284,0.04089919657595406,,,5,94.0,94.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,financial_stress_bin,unknown,Mean Confidence,0.853255376517341,0.013442797594042596,,,5,94.0,94.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,financial_stress_bin,unknown,Ordinal MAE,0.5574468085106383,0.029787234042553217,,,5,94.0,94.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,financial_stress_bin,unknown,Prediction Bias,-0.038297872340425525,0.03127008182276397,,,5,94.0,94.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,financial_stress_bin,unknown,QWK,0.20739552804110328,0.0710506855930591,,,5,94.0,94.0,not_computed_default_lightweight
