run_id,group_type,metric,min_group,min_mean,max_group,max_mean,absolute_gap
mpdd_demographics_age_severity_logistic,personality_extraversion_bin,QWK,unknown,-0.11666328342247892,high,0.17488991669585544,0.29155320011833435
mpdd_avp_shuffled_personality_early_fusion,personality_neuroticism_bin,ECE,unknown,0.24864491741938446,high,0.5374233199753047,0.28877840255592024
mpdd_demographics_age_severity_logistic,personality_extraversion_bin,Ordinal MAE,high,0.5384615384615384,unknown,0.8240000000000001,0.28553846153846163
mpdd_avp_severity_early_fusion_phase3,personality_neuroticism_bin,ECE,unknown,0.24809178648739455,high,0.5330886846558831,0.28499689816848855
mpdd_av_severity_early_fusion,personality_neuroticism_bin,ECE,unknown,0.2459449640251264,high,0.5278392181572634,0.28189425413213703
mpdd_avp_severity_early_fusion_phase3,personality_extraversion_bin,Prediction Bias,unknown,-0.268,mid,0.012244897959183676,0.28024489795918367
mpdd_personality_severity_tfidf_logistic_phase3,true_severity,ECE,1,0.10271690672591141,2,0.3829580956712787,0.2802411889453673
mpdd_avp_severity_early_fusion_phase3,personality_conscientiousness_bin,QWK,high,-0.03562017692452479,low,0.24412541841776533,0.27974559534229015
mpdd_avp_shuffled_personality_early_fusion,personality_conscientiousness_bin,QWK,high,-0.03562017692452479,low,0.24412541841776533,0.27974559534229015
mpdd_av_severity_early_fusion,personality_conscientiousness_bin,QWK,high,-0.03562017692452479,low,0.24098181677849456,0.27660199370301936
mpdd_demographics_age_severity_logistic,financial_stress_bin,Macro-F1,high_or_severe,0.19904761904761903,moderate,0.4753535353535353,0.2763059163059163
mpdd_avp_shuffled_personality_early_fusion,personality_extraversion_bin,Prediction Bias,unknown,-0.264,mid,0.012244897959183676,0.27624489795918367
mpdd_av_severity_early_fusion,personality_extraversion_bin,Prediction Bias,unknown,-0.268,mid,0.008163265306122453,0.27616326530612245
mpdd_demographics_age_severity_logistic,financial_stress_bin,QWK,none,-0.143261168759323,mentioned_unclear,0.13214285714285715,0.27540402590218016
mpdd_personality_shuffled_severity_tfidf_logistic,true_severity,Brier Score,0,0.5847144961459825,2,0.8587995975040718,0.2740851013580893
mpdd_personality_counterfactual_age_swap,personality_openness_bin,Ordinal MAE,mid,0.6,high,0.8719999999999999,0.2719999999999999
mpdd_personality_counterfactual_age_swap,true_severity,Brier Score,0,0.6097204144167147,2,0.8802867742410637,0.27056635982434907
mpdd_demographics_shuffled_age_severity_logistic,financial_stress_bin,Ordinal MAE,high_or_severe,0.8,none,1.0666666666666669,0.26666666666666683
mpdd_av_severity_early_fusion,personality_neuroticism_bin,Accuracy,high,0.3619047619047619,unknown,0.627906976744186,0.26600221483942416
mpdd_avp_severity_early_fusion_phase3,personality_neuroticism_bin,Accuracy,high,0.3619047619047619,unknown,0.627906976744186,0.26600221483942416
mpdd_avp_shuffled_personality_early_fusion,personality_neuroticism_bin,Accuracy,high,0.3619047619047619,unknown,0.627906976744186,0.26600221483942416
mpdd_avp_severity_early_fusion_phase3,personality_neuroticism_bin,Calibration Gap,unknown,0.24499234486728386,high,0.5105957706903516,0.26560342582306773
mpdd_avp_shuffled_personality_early_fusion,personality_neuroticism_bin,Calibration Gap,unknown,0.24543388009348704,high,0.5107024380386449,0.26526855794515786
mpdd_av_severity_early_fusion,personality_neuroticism_bin,Calibration Gap,unknown,0.24508768459495736,high,0.5100391946441916,0.26495151004923423
mpdd_av_severity_early_fusion,personality_extraversion_bin,Ordinal MAE,high,0.43076923076923074,unknown,0.692,0.2612307692307692
mpdd_avp_severity_early_fusion_phase3,personality_extraversion_bin,Ordinal MAE,high,0.43076923076923074,unknown,0.692,0.2612307692307692
mpdd_demographics_age_severity_logistic,financial_stress_bin,Calibration Gap,moderate,-0.23254684829365826,high_or_severe,0.026542165130333008,0.25908901342399127
mpdd_avp_severity_early_fusion_phase3,age_group,QWK,elder,-0.05776020073026804,young,0.20108830029367009,0.25884850102393814
mpdd_personality_counterfactual_age_swap,financial_stress_bin,ECE,unknown,0.10716764476567826,mentioned_unclear,0.3650265970702116,0.2578589523045334
mpdd_avp_shuffled_personality_early_fusion,personality_extraversion_bin,Ordinal MAE,high,0.43076923076923074,unknown,0.688,0.2572307692307692
mpdd_demographics_age_severity_logistic,financial_stress_bin,Accuracy,high_or_severe,0.37142857142857144,moderate,0.6285714285714286,0.2571428571428571
mpdd_personality_shuffled_severity_tfidf_logistic,personality_openness_bin,Ordinal MAE,mid,0.6388888888888888,high,0.8960000000000001,0.2571111111111113
mpdd_personality_counterfactual_age_swap,financial_stress_bin,QWK,high_or_severe,-0.2537933145009418,mild_or_low,0.0031563983170448174,0.2569497128179866
mpdd_av_severity_early_fusion,age_group,QWK,elder,-0.05776020073026804,young,0.19891758954547692,0.25667779027574494
mpdd_demographics_age_severity_logistic,true_severity,Macro-F1,2,0.035309617918313566,1,0.29156626506024097,0.2562566471419274
mpdd_avp_severity_early_fusion_phase3,personality_openness_bin,Brier Score,mid,0.6482178434658629,low,0.9043119903397929,0.25609414687393006
mpdd_avp_shuffled_personality_early_fusion,personality_openness_bin,Brier Score,mid,0.6487137084004146,low,0.9044584772249694,0.25574476882455477
mpdd_demographics_age_severity_logistic,personality_conscientiousness_bin,QWK,unknown,-0.13388311955674503,mid,0.12173913043478264,0.25562224999152766
mpdd_av_severity_early_fusion,personality_openness_bin,Brier Score,mid,0.6495071219620216,low,0.9041787949023021,0.2546716729402805
mpdd_personality_severity_tfidf_logistic_phase3,personality_conscientiousness_bin,Accuracy,low,0.4068965517241379,mid,0.6615384615384616,0.2546419098143237
mpdd_avp_severity_early_fusion_phase3,personality_agreeableness_bin,QWK,unknown,-0.04235133515837577,low,0.2112539705613162,0.253605305719692
mpdd_personality_counterfactual_age_swap,personality_neuroticism_bin,Ordinal MAE,low,0.6129032258064516,mid,0.8653061224489795,0.2524028966425279
mpdd_av_severity_early_fusion,personality_neuroticism_bin,True Label Probability,high,0.36646496575835913,unknown,0.6175250820444743,0.2510601162861152
mpdd_avp_shuffled_personality_early_fusion,personality_neuroticism_bin,True Label Probability,high,0.3664293471692433,unknown,0.6174108626452515,0.25098151547600817
mpdd_personality_severity_tfidf_logistic_phase3,personality_conscientiousness_bin,Macro-F1,unknown,0.2685896973134636,mid,0.5194173426946536,0.25082764538118996
mpdd_avp_severity_early_fusion_phase3,personality_neuroticism_bin,True Label Probability,high,0.3669009942486797,unknown,0.6176459035710735,0.2507449093223938
mpdd_avp_shuffled_personality_early_fusion,age_group,QWK,elder,-0.04933483623761992,young,0.20108830029367009,0.25042313653129
mpdd_av_severity_early_fusion,personality_agreeableness_bin,QWK,unknown,-0.04235133515837577,low,0.20662684536811682,0.2489781805264926
mpdd_avp_severity_early_fusion_phase3,financial_stress_bin,Calibration Gap,none,0.2529350909321392,mentioned_unclear,0.500255705375279,0.2473206144431398
mpdd_personality_severity_tfidf_logistic_phase3,personality_extraversion_bin,ECE,low,0.0837771231663895,high,0.33052468941981117,0.24674756625342167
mpdd_avp_shuffled_personality_early_fusion,financial_stress_bin,Calibration Gap,none,0.25334820562231897,mentioned_unclear,0.4995327367071857,0.2461845310848667
mpdd_personality_severity_tfidf_logistic_phase3,personality_openness_bin,QWK,unknown,0.038826482432168394,mid,0.2839623550348085,0.24513587260264008
mpdd_av_severity_early_fusion,financial_stress_bin,Calibration Gap,none,0.25343225096439925,mentioned_unclear,0.4984833744006963,0.24505112343629704
mpdd_personality_severity_tfidf_logistic_phase3,personality_conscientiousness_bin,Ordinal MAE,mid,0.37948717948717947,low,0.6241379310344828,0.2446507515473033
mpdd_avp_severity_early_fusion_phase3,financial_stress_bin,Macro-F1,mentioned_unclear,0.18666666666666665,unknown,0.4304975745673696,0.24383090790070294
mpdd_avp_shuffled_personality_early_fusion,financial_stress_bin,Macro-F1,mentioned_unclear,0.18666666666666665,unknown,0.4304975745673696,0.24383090790070294
mpdd_avp_shuffled_personality_early_fusion,personality_agreeableness_bin,QWK,unknown,-0.0306739913217813,low,0.2112539705613162,0.2419279618830975
mpdd_av_severity_early_fusion,financial_stress_bin,Macro-F1,mentioned_unclear,0.18666666666666665,unknown,0.42849843264136284,0.2418317659746962
mpdd_demographics_age_severity_logistic,financial_stress_bin,ECE,unknown,0.059385475535419695,moderate,0.3002097666326621,0.24082429109724238
mpdd_av_severity_early_fusion,personality_neuroticism_bin,Macro-F1,high,0.2547378129117259,mid,0.495066138495316,0.24032832558359007
