group_type,group_value,target,feature,spearman,abs_spearman,subject_count,ci95_low,ci95_high
age_group,all,severity_label,channel_00_std,-0.2602182491365532,0.2602182491365532,175,-0.3543590816456579,-0.12263680383882869
age_group,young,phq9_total,channel_09_iqr,0.2588181088938064,0.2588181088938064,88,0.07526715972306695,0.4409873219365181
age_group,all,binary_label,channel_05_q25,0.25259394933534995,0.25259394933534995,175,0.12074125264652116,0.403465462270595
age_group,young,binary_label,channel_09_iqr,0.2496957698697739,0.2496957698697739,88,-0.014190351185654693,0.37492137527473113
age_group,all,binary_label,channel_04_q25,0.24775783432934553,0.24775783432934553,175,0.1525610989099974,0.3749190940666763
age_group,all,phq9_total,channel_00_rms,-0.24717786143183826,0.24717786143183826,175,-0.3859638628636614,-0.11880174777415826
age_group,all,binary_label,channel_00_rms,-0.2469497588046865,0.2469497588046865,175,-0.3442472343501633,-0.12265714053663027
age_group,young,severity_label,channel_09_iqr,0.2393185556729619,0.2393185556729619,88,0.09173670292012479,0.4978014276807613
age_group,all,severity_label,channel_00_max,-0.23664806687491885,0.23664806687491885,175,-0.35753120532606897,-0.07333551185749576
age_group,all,binary_label,channel_00_std,-0.23635303407985853,0.23635303407985853,175,-0.40551527072533927,-0.07739993187420846
age_group,all,severity_label,channel_04_q25,0.23558011045653746,0.23558011045653746,175,0.1258885833763661,0.3528446831066221
age_group,all,phq9_total,channel_00_std,-0.23402050244590272,0.23402050244590272,175,-0.35005261916107844,-0.09513852360681091
age_group,all,binary_label,channel_00_max,-0.2331282049497256,0.2331282049497256,175,-0.37223056668549664,-0.10713190651888675
age_group,young,severity_label,channel_00_diff_std,-0.23305401223734512,0.23305401223734512,88,-0.41857148671675337,-0.0017283440633936546
age_group,young,severity_label,channel_00_max,-0.22945834409616858,0.22945834409616858,88,-0.3786864363120859,-0.06608959376065815
age_group,all,severity_label,channel_01_std,-0.2290051660215618,0.2290051660215618,175,-0.3547740704232692,-0.05103427614520187
age_group,young,severity_label,channel_00_q75,-0.22371896215167217,0.22371896215167217,88,-0.35315773903901043,-0.04415917042413598
age_group,all,binary_label,channel_01_std,-0.22345267354528536,0.22345267354528536,175,-0.39762952339877033,-0.13832280427755264
age_group,all,phq9_total,channel_04_median,0.22103490770850281,0.22103490770850281,175,0.08730092074801858,0.4006435725081275
age_group,young,phq9_total,channel_00_diff_std,-0.22049198733003655,0.22049198733003655,88,-0.4369242626656806,0.07209367879251212
age_group,all,binary_label,channel_04_median,0.2203507830377103,0.2203507830377103,175,0.07108188286749471,0.34846877648028074
age_group,all,severity_label,channel_05_q25,0.2184527876251046,0.2184527876251046,175,0.09920898133597103,0.32138243610275774
age_group,young,severity_label,channel_07_q25,0.2166292346685468,0.2166292346685468,88,0.055779482169703645,0.3781326604517443
age_group,young,severity_label,channel_00_mean_abs_diff,-0.21406927528542655,0.21406927528542655,88,-0.41858043754543,-0.05206523476416057
age_group,all,phq9_total,channel_04_q25,0.21313996439651828,0.21313996439651828,175,0.1283025542707849,0.33802134410489737
age_group,young,binary_label,channel_04_median,0.20898489723609057,0.20898489723609057,88,0.040158845991618286,0.3727479677505218
age_group,all,phq9_total,channel_01_std,-0.208299907927771,0.208299907927771,175,-0.3430737892850553,-0.08136813562136865
age_group,all,phq9_total,channel_05_q25,0.20795019302659368,0.20795019302659368,175,0.04246817718626244,0.35095759622949746
age_group,all,binary_label,channel_05_median,0.2064114303863581,0.2064114303863581,175,0.037120796971518426,0.30243640497636637
age_group,all,binary_label,channel_01_iqr,-0.20640588409612975,0.20640588409612975,175,-0.29171465802069146,-0.05710537496705753
age_group,young,binary_label,channel_09_std,0.20628442479569808,0.20628442479569808,88,0.032851095037082,0.3759231839109471
age_group,all,severity_label,channel_04_mean_abs_diff,-0.2058084668788984,0.2058084668788984,175,-0.34216051804070097,-0.09717476764219132
age_group,all,severity_label,channel_01_iqr,-0.20501308704873628,0.20501308704873628,175,-0.33249300621268646,-0.0714156783846188
age_group,all,severity_label,channel_04_median,0.20431386915624325,0.20431386915624325,175,0.0647290729975509,0.3102979368485282
age_group,young,phq9_total,channel_04_median,0.20193422823286672,0.20193422823286672,88,0.02114045549219027,0.3791432746227133
age_group,all,binary_label,channel_05_mean_abs,-0.20179849693368038,0.20179849693368038,175,-0.3118302329037924,-0.031297158474891396
age_group,young,severity_label,channel_09_std,0.2012987908818457,0.2012987908818457,88,-0.010885380190912855,0.41774027384651957
age_group,all,severity_label,channel_05_mean_abs,-0.20020736576714565,0.20020736576714565,175,-0.31844637642852575,-0.09837382861130431
age_group,young,binary_label,channel_02_diff_std,-0.200019821873486,0.200019821873486,88,-0.389873666546092,-0.015795392961611986
age_group,young,phq9_total,channel_09_rms,0.19929747736093523,0.19929747736093523,88,0.016576298282386617,0.33952096532985404
age_group,all,phq9_total,channel_05_mean_abs,-0.19830108025745347,0.19830108025745347,175,-0.36598872602019755,-0.052065192440671676
age_group,young,phq9_total,channel_09_std,0.19792466121166205,0.19792466121166205,88,0.018765940088398735,0.37384244372748465
age_group,young,binary_label,channel_02_min,0.19733499204968083,0.19733499204968083,88,-0.03373572969914331,0.351692685392204
age_group,young,binary_label,channel_01_q25,0.19600638526638053,0.19600638526638053,88,0.04305116127935799,0.37406599621901715
age_group,all,phq9_total,channel_00_max,-0.19531436576669878,0.19531436576669878,175,-0.3398597002857718,-0.05748001028890535
age_group,young,severity_label,channel_07_median,0.19409853834179755,0.19409853834179755,88,0.03413189885001848,0.3874775461989088
age_group,young,binary_label,channel_03_mean,0.1928602756766722,0.1928602756766722,88,-0.0037505729128501225,0.3778328950859845
age_group,all,phq9_total,channel_07_mean_abs_diff,-0.19166445122306983,0.19166445122306983,175,-0.29097772101867597,-0.057840454539190275
age_group,young,binary_label,channel_01_diff_std,-0.190175445852867,0.190175445852867,88,-0.4003698830961409,-0.01633933478275786
age_group,young,phq9_total,channel_00_max,-0.18992690003234802,0.18992690003234802,88,-0.372820715537044,0.05560932358440971
age_group,young,severity_label,channel_09_rms,0.18893868164655134,0.18893868164655134,88,0.019040738458549034,0.41409354461650166
age_group,all,phq9_total,channel_05_rms,-0.18754271976275325,0.18754271976275325,175,-0.374512506517205,-0.022732482925517723
age_group,young,binary_label,channel_08_q25,-0.18570072947985836,0.18570072947985836,88,-0.36592325592031527,0.03248724618688626
age_group,young,severity_label,channel_01_diff_std,-0.18547980522813695,0.18547980522813695,88,-0.3341997445715168,-0.0031730672324110634
age_group,young,binary_label,channel_00_max,-0.18212095638145145,0.18212095638145145,88,-0.3772104968944111,0.004125396857461554
age_group,young,severity_label,channel_02_diff_std,-0.18041851148593735,0.18041851148593735,88,-0.35585585585326873,-0.005980911354346538
age_group,young,binary_label,channel_00_mean_abs_diff,-0.180331069832248,0.180331069832248,88,-0.34092146516979976,0.06616353153013324
age_group,young,severity_label,channel_04_median,0.18007046886255054,0.18007046886255054,88,0.01330959800634266,0.3688261146569767
age_group,young,binary_label,channel_01_min,0.17944007679830223,0.17944007679830223,88,-0.030729712716621706,0.31899278301413175
age_group,young,phq9_total,channel_02_max,-0.17933407348698857,0.17933407348698857,88,-0.32771824049265263,0.005232028342676045
age_group,young,phq9_total,channel_09_mean_abs,0.17649987240461815,0.17649987240461815,88,0.00593299354883469,0.350723234504912
age_group,young,phq9_total,channel_01_diff_std,-0.17615445414770425,0.17615445414770425,88,-0.3220307709335914,0.024320952531261555
age_group,young,phq9_total,channel_00_mean_abs_diff,-0.17553447266093572,0.17553447266093572,88,-0.39443200754485086,0.01344098566069115
age_group,young,phq9_total,channel_00_q75,-0.1655933557533285,0.1655933557533285,88,-0.36549256506013095,0.045156323532768904
age_group,young,phq9_total,channel_01_q25,0.1650285554046946,0.1650285554046946,88,-0.02192666630769928,0.2782655122440655
