seed,train_task,eval_task,metric,within_value,cross_value,drop,drop_ci95_low,drop_ci95_high
3,affective_task,reading,AUROC,0.631184407796102,0.5967016491754122,0.034482758620689724,-0.14990404040404037,0.19958496732026146
4,affective_task,reading,AUROC,0.631184407796102,0.5967016491754122,0.034482758620689724,-0.1392223011363636,0.21755392156862746
0,interview,reading,AUROC,0.631184407796102,0.6116941529235382,0.019490254872563728,-0.13334928229665075,0.18464728180473375
1,interview,reading,AUROC,0.631184407796102,0.6116941529235382,0.019490254872563728,-0.13904452181590335,0.18634234943977593
2,interview,reading,AUROC,0.631184407796102,0.6116941529235382,0.019490254872563728,-0.14647149725274727,0.156008363005997
3,interview,reading,AUROC,0.631184407796102,0.6116941529235382,0.019490254872563728,-0.12926515151515144,0.16534005724410536
4,interview,reading,AUROC,0.631184407796102,0.6116941529235382,0.019490254872563728,-0.10807475726422508,0.18935394670688785
0,picture_description,reading,AUROC,0.631184407796102,0.6056971514242878,0.02548725637181415,-0.21655295138888891,0.2879531824996593
1,picture_description,reading,AUROC,0.631184407796102,0.6056971514242878,0.02548725637181415,-0.16451302083333327,0.2574009324009325
2,picture_description,reading,AUROC,0.631184407796102,0.6056971514242878,0.02548725637181415,-0.18473527568922302,0.2218836805555556
3,picture_description,reading,AUROC,0.631184407796102,0.6056971514242878,0.02548725637181415,-0.18039595398379235,0.2184985828650987
4,picture_description,reading,AUROC,0.631184407796102,0.6056971514242878,0.02548725637181415,-0.19976702887683037,0.2461843667085603
0,interview,affective_task,Balanced Accuracy,0.7226386806596702,0.5674662668665668,0.15517241379310343,0.01764508928571428,0.297925925925926
1,interview,affective_task,Balanced Accuracy,0.7226386806596702,0.5674662668665668,0.15517241379310343,0.01991856827383144,0.28041282642089094
2,interview,affective_task,Balanced Accuracy,0.7226386806596702,0.5674662668665668,0.15517241379310343,0.025396949962518692,0.3073549763579749
3,interview,affective_task,Balanced Accuracy,0.7226386806596702,0.5674662668665668,0.15517241379310343,0.005990783410138262,0.2876998873873874
4,interview,affective_task,Balanced Accuracy,0.7226386806596702,0.5674662668665668,0.15517241379310343,0.03164772727272731,0.27605810983397194
0,picture_description,affective_task,Balanced Accuracy,0.7226386806596702,0.5547226386806596,0.16791604197901056,0.037869318181818254,0.307734375
1,picture_description,affective_task,Balanced Accuracy,0.7226386806596702,0.5547226386806596,0.16791604197901056,0.032383578431372656,0.3010347222222222
2,picture_description,affective_task,Balanced Accuracy,0.7226386806596702,0.5547226386806596,0.16791604197901056,0.02435807096451768,0.30762445887445883
3,picture_description,affective_task,Balanced Accuracy,0.7226386806596702,0.5547226386806596,0.16791604197901056,0.040682659932659924,0.3306082385107154
4,picture_description,affective_task,Balanced Accuracy,0.7226386806596702,0.5547226386806596,0.16791604197901056,0.027492360580595787,0.3000185185185186
0,reading,affective_task,Balanced Accuracy,0.7226386806596702,0.618440779610195,0.10419790104947524,-0.01618876941457585,0.22599161255411268
1,reading,affective_task,Balanced Accuracy,0.7226386806596702,0.618440779610195,0.10419790104947524,-0.07729598506069092,0.2557678745985198
2,reading,affective_task,Balanced Accuracy,0.7226386806596702,0.618440779610195,0.10419790104947524,-0.03722718253968259,0.23885539606592246
3,reading,affective_task,Balanced Accuracy,0.7226386806596702,0.618440779610195,0.10419790104947524,-0.0668148148148148,0.2314796146953406
4,reading,affective_task,Balanced Accuracy,0.7226386806596702,0.618440779610195,0.10419790104947524,-0.021837301587301534,0.2544529914529916
0,affective_task,interview,Balanced Accuracy,0.6011994002998501,0.6319340329835083,-0.03073463268365817,-0.1522502841716397,0.08928841991341993
1,affective_task,interview,Balanced Accuracy,0.6011994002998501,0.6319340329835083,-0.03073463268365817,-0.1667166416791605,0.08445312499999999
2,affective_task,interview,Balanced Accuracy,0.6011994002998501,0.6319340329835083,-0.03073463268365817,-0.14675410500491387,0.11320535008993199
3,affective_task,interview,Balanced Accuracy,0.6011994002998501,0.6319340329835083,-0.03073463268365817,-0.1621618513065882,0.11220279720279716
4,affective_task,interview,Balanced Accuracy,0.6011994002998501,0.6319340329835083,-0.03073463268365817,-0.16988361374868124,0.0748751023751024
0,picture_description,interview,Balanced Accuracy,0.6011994002998501,0.5554722638680659,0.045727136431784166,-0.08930030345471524,0.22342859820089958
1,picture_description,interview,Balanced Accuracy,0.6011994002998501,0.5554722638680659,0.045727136431784166,-0.11787955182072828,0.19717641048644347
2,picture_description,interview,Balanced Accuracy,0.6011994002998501,0.5554722638680659,0.045727136431784166,-0.10899496501109406,0.21193834459459465
3,picture_description,interview,Balanced Accuracy,0.6011994002998501,0.5554722638680659,0.045727136431784166,-0.1009770947859403,0.19368519585253466
