run_id,dataset,modality,task,model,seed,protocol_type,train_task,eval_task,task_type,metric,value,ci95_low,ci95_high,sample_count
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,2,cross_task,interview,affective_task,binary_classification,Balanced Accuracy,0.5674662668665668,0.45544238249538826,0.7054911269855269,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,2,cross_task,interview,affective_task,binary_classification,AUROC,0.6191904047976012,0.4848917378917379,0.7703764784274529,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,2,cross_task,interview,affective_task,binary_classification,AUPRC,0.563724422285724,0.4092622029215511,0.7397826269730866,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,2,cross_task,interview,affective_task,binary_classification,ECE,0.3954536321370681,0.2775054944952444,0.48838911926986395,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,2,cross_task,interview,affective_task,binary_classification,Brier Score,0.34774365157515585,0.24099196818002244,0.4393009732743028,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,3,cross_task,interview,affective_task,binary_classification,Macro-F1,0.557528671846097,0.44044526901669756,0.6882139287499107,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,3,cross_task,interview,affective_task,binary_classification,Balanced Accuracy,0.5674662668665668,0.45544238249538826,0.7054911269855269,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,3,cross_task,interview,affective_task,binary_classification,AUROC,0.6191904047976012,0.4848917378917379,0.7703764784274529,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,3,cross_task,interview,affective_task,binary_classification,AUPRC,0.563724422285724,0.4092622029215511,0.7397826269730866,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,3,cross_task,interview,affective_task,binary_classification,ECE,0.3954536321370681,0.2775054944952444,0.48838911926986395,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,3,cross_task,interview,affective_task,binary_classification,Brier Score,0.34774365157515585,0.24099196818002244,0.4393009732743028,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,4,cross_task,interview,affective_task,binary_classification,Macro-F1,0.557528671846097,0.44044526901669756,0.6882139287499107,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,4,cross_task,interview,affective_task,binary_classification,Balanced Accuracy,0.5674662668665668,0.45544238249538826,0.7054911269855269,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,4,cross_task,interview,affective_task,binary_classification,AUROC,0.6191904047976012,0.4848917378917379,0.7703764784274529,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,4,cross_task,interview,affective_task,binary_classification,AUPRC,0.563724422285724,0.4092622029215511,0.7397826269730866,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,4,cross_task,interview,affective_task,binary_classification,ECE,0.3954536321370681,0.2775054944952444,0.48838911926986395,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,4,cross_task,interview,affective_task,binary_classification,Brier Score,0.34774365157515585,0.24099196818002244,0.4393009732743028,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,0,cross_task,interview,picture_description,binary_classification,Macro-F1,0.432015065913371,0.3064587706146926,0.5537425409783897,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,0,cross_task,interview,picture_description,binary_classification,Balanced Accuracy,0.46401799100449775,0.34951221113445374,0.5932330659536542,52
modma_binary_egemaps_task_transfer,MODMA,Audio,task-transfer binary depression classification,eGeMAPS + fixed logistic regression,0,cross_task,interview,picture_description,binary_classification,AUROC,0.5067466266866567,0.3279803457646177,0.6453255208333333,52
